Age,BodyweightKg,Place,Dots,Wilks,Glossbrenner,Goodlift,bestSquat/bodyWeight,bestBench/bodyWeight,bestDeadlift/bodyWeight,totalKg/bodyWeight
49.0,71.0,1,323.58,322.5,312.34,65.25,2.25,1.2,2.68,6.13
33.0,73.0,1,459.98,457.61,442.67,78.77,3.08,2.4,3.15,8.63
35.0,81.0,1,460.71,455.91,439.04,78.84,2.88,2.72,2.72,8.31
37.0,82.1,2,360.01,356.09,342.7,61.6,2.19,1.83,2.44,6.46
35.0,88.6,1,449.73,444.07,425.9,76.79,2.65,1.92,3.22,7.79
21.0,71.0,1,267.79,266.9,258.49,54.0,1.69,0.99,2.39,5.07
21.0,81.7,1,429.13,424.53,408.66,87.91,2.51,2.2,3.0,7.71
21.0,104.8,1,383.26,379.7,362.57,78.47,2.1,1.57,2.39,6.06
23.0,101.4,2,367.12,363.17,346.8,75.3,2.07,1.28,2.56,5.92
58.0,80.1,1,296.29,293.33,282.62,60.61,2.12,1.12,2.12,5.37
53.0,82.5,1,281.12,278.01,267.5,57.62,1.64,1.09,2.3,5.03
49.0,71.0,1,323.58,322.5,312.34,65.25,2.25,1.2,2.68,6.13
50.0,90.0,1,320.07,316.01,302.86,65.81,1.89,1.28,2.33,5.5
48.0,92.0,1,367.77,363.09,347.66,75.62,2.28,1.36,2.61,6.25
49.0,97.8,2,306.12,302.48,289.04,62.88,1.84,1.25,1.94,5.04
48.0,104.3,1,384.0,380.35,363.18,78.64,2.11,1.39,2.59,6.09
45.0,104.9,2,374.06,370.61,353.89,76.58,2.19,1.24,2.48,5.91
49.0,127.7,1,225.2,226.98,217.04,45.28,1.02,1.1,1.02,3.13
45.0,142.4,1,267.26,273.13,259.28,53.06,1.33,1.05,1.05,3.44
44.0,58.4,1,198.55,201.13,196.71,38.27,1.2,1.03,1.71,3.94
44.0,79.2,1,416.2,412.24,397.39,85.06,2.65,1.89,3.03,7.58
43.0,82.0,2,217.52,215.16,207.08,44.57,1.34,0.85,1.71,3.9
43.0,88.6,1,340.56,336.27,322.51,70.0,1.92,1.61,2.37,5.9
44.0,93.7,1,353.44,348.98,333.92,72.67,2.05,1.55,2.35,5.95
42.0,100.3,1,325.8,322.17,307.69,66.86,1.89,1.5,1.89,5.28
41.0,121.6,1,337.36,338.18,324.05,68.19,1.89,1.15,1.81,4.85
18.0,64.1,1,300.36,301.73,293.61,59.37,2.03,1.4,2.42,5.85
17.0,80.7,1,258.98,256.32,246.87,53.01,1.55,1.27,1.86,4.68
17.0,82.9,1,295.55,292.24,281.13,60.6,1.99,1.3,1.99,5.28
17.0,113.4,1,319.19,317.89,304.13,64.96,1.63,0.97,2.2,4.81
28.0,65.8,1,426.02,427.03,415.01,84.7,2.93,1.82,3.5,8.24
26.0,67.0,2,391.72,392.08,380.72,78.18,2.61,1.87,3.06,7.54
23.0,75.0,1,498.61,495.23,478.51,101.33,3.6,1.87,3.8,9.27
27.0,69.2,2,399.43,398.82,386.69,80.2,2.75,1.99,2.89,7.62
24.0,75.0,3,337.19,334.9,323.6,68.52,2.13,1.73,2.4,6.27
35.0,81.0,1,458.99,454.21,437.41,93.97,2.96,2.41,2.9,8.28
29.0,80.6,2,458.26,453.57,436.89,93.78,2.98,2.08,3.23,8.28
37.0,82.1,3,349.82,346.01,333.0,71.68,2.19,1.58,2.5,6.27
27.0,81.9,4,340.11,336.43,323.82,69.68,2.08,1.22,2.81,6.11
26.0,86.9,1,487.22,481.21,461.92,100.1,2.76,2.3,3.45,8.52
39.0,85.6,2,448.01,442.62,425.17,92.0,2.57,2.28,3.04,7.89
25.0,89.9,3,401.12,396.03,379.57,82.47,2.34,1.56,3.0,6.9
43.0,86.8,4,359.05,354.63,340.43,73.77,2.13,1.67,2.48,6.28
34.0,88.1,5,325.21,321.14,308.07,66.84,2.1,1.25,2.3,5.65
37.0,99.5,1,465.73,460.41,439.78,95.61,3.02,1.76,2.81,7.59
28.0,97.3,2,417.41,412.4,394.12,85.75,2.36,1.8,2.72,6.89
39.0,99.6,3,406.95,402.32,384.28,83.54,2.51,1.41,2.71,6.63
34.0,98.7,4,399.28,394.63,377.01,81.99,2.48,1.62,2.43,6.53
31.0,98.0,5,391.23,386.6,369.39,80.36,2.37,1.4,2.65,6.43
32.0,98.7,6,390.0,385.45,368.24,80.08,2.33,1.32,2.74,6.38
26.0,96.9,7,368.26,363.8,347.71,75.66,1.86,1.75,2.48,6.09
27.0,110.0,1,544.89,541.41,517.46,111.18,3.36,1.86,3.14,8.36
28.0,110.0,2,417.55,414.89,396.53,85.2,2.45,1.41,2.55,6.41
29.0,106.5,3,407.79,404.36,386.19,83.4,2.25,1.69,2.44,6.38
27.0,100.9,4,349.49,345.67,330.11,71.7,2.08,1.39,2.18,5.65
37.0,108.2,5,332.27,329.79,315.06,67.88,1.66,1.73,1.76,5.15
35.0,104.3,6,315.97,312.96,298.84,64.71,1.77,1.32,1.92,5.01
27.0,114.0,1,569.94,567.86,543.4,115.94,3.29,1.84,3.42,8.55
27.0,118.9,2,345.65,345.7,331.24,70.03,2.02,1.18,1.85,5.05
30.0,135.6,1,497.72,505.41,481.43,99.37,2.73,1.47,2.43,6.64
35.0,136.7,2,459.32,466.91,444.55,91.62,2.41,1.23,2.45,6.09
24.0,73.0,1,483.71,481.21,465.5,97.95,3.32,1.92,3.84,9.08
16.0,99.3,2,361.18,357.03,341.05,74.15,2.32,1.01,2.57,5.89
17.0,81.8,1,450.96,446.1,429.4,92.39,3.3,1.56,3.24,8.1
39.0,119.0,1,431.94,432.04,413.97,87.5,2.56,1.43,2.31,6.3
39.0,97.0,1,491.3,485.36,463.89,100.94,3.3,1.42,3.4,8.12
30.0,110.0,1,573.02,569.37,544.17,116.92,3.68,1.93,3.18,8.8
22.0,78.5,2,409.71,405.98,391.5,83.66,2.42,1.82,3.25,7.48
33.0,107.0,2,392.08,388.88,371.43,80.16,2.29,1.36,2.48,6.12
29.0,89.2,1,496.89,490.61,470.39,102.15,2.97,2.24,3.36,8.58
42.0,74.8,1,421.13,418.34,404.26,85.55,2.75,1.74,3.34,7.83
52.0,97.2,1,386.75,382.1,365.17,79.46,2.27,1.54,2.57,6.38
44.0,121.0,1,383.73,384.47,368.42,77.6,2.15,1.36,2.02,5.54
44.0,104.8,1,502.46,497.8,475.34,102.88,3.1,1.77,3.08,7.94
25.0,58.2,2,277.04,280.74,274.62,53.34,1.37,1.37,2.75,5.5
24.0,59.3,1,298.29,301.74,294.85,57.76,1.52,1.35,3.04,5.9
28.0,74.8,1,291.05,289.12,279.4,59.13,1.94,1.0,2.47,5.41
29.0,89.9,1,381.71,376.87,361.21,78.48,2.56,1.56,2.45,6.56
33.0,81.9,1,346.91,343.16,330.3,71.08,2.14,1.47,2.63,6.23
32.0,79.9,1,434.73,430.44,414.77,74.41,3.0,1.88,3.0,7.88
32.0,108.4,1,473.48,470.0,449.03,80.11,2.77,2.03,2.54,7.33
33.0,106.6,1,398.65,395.31,377.55,81.53,2.39,1.41,2.44,6.24
38.0,106.0,2,378.51,375.23,358.34,77.44,1.7,1.42,2.83,5.94
26.0,125.0,1,548.34,551.32,527.6,110.51,2.88,1.78,3.08,7.74
35.0,79.6,1,494.49,489.68,471.93,84.65,3.14,2.26,3.58,8.98
36.0,63.6,1,273.97,275.4,268.1,54.05,2.2,0.79,2.36,5.35
26.0,71.6,1,388.3,386.79,374.47,78.41,2.58,1.96,2.79,7.33
34.0,107.0,1,326.23,323.57,309.05,66.7,1.92,1.26,1.92,5.09
32.0,75.7,1,401.18,398.25,384.65,81.62,2.58,1.72,3.14,7.43
36.0,95.3,1,478.0,472.07,451.42,81.39,2.83,2.31,2.83,7.97
28.0,131.0,1,335.19,338.9,323.59,67.19,1.98,1.22,1.37,4.58
38.0,111.7,1,426.95,424.7,406.11,87.01,2.42,1.39,2.69,6.49
45.0,89.4,1,288.71,285.06,273.28,49.28,1.57,1.4,2.01,4.98
14.0,88.7,2,190.54,188.14,180.43,39.17,1.32,0.62,1.35,3.3
20.0,68.6,1,299.04,298.77,289.8,59.95,2.19,1.13,2.41,5.72
20.0,66.0,1,372.18,372.97,362.42,74.05,2.58,1.52,3.11,7.2
23.0,65.4,2,345.53,346.52,336.86,68.61,2.14,1.8,2.75,6.7
23.0,88.1,1,349.72,345.35,331.3,71.88,2.33,1.31,2.44,6.07
23.0,168.0,1,323.63,337.38,315.3,63.17,1.19,1.07,1.43,3.69
15.0,86.3,1,386.58,381.87,366.67,79.41,2.43,1.39,2.95,6.78
73.0,102.0,1,210.57,208.35,198.95,43.18,0.98,1.03,1.37,3.38
51.0,89.9,1,310.54,306.6,293.86,63.85,1.67,1.45,2.22,5.34
42.0,116.6,1,327.66,327.11,313.27,66.51,1.93,1.37,1.54,4.85
47.0,145.7,1,303.52,311.12,294.78,60.1,1.51,0.89,1.44,3.84
49.0,88.8,1,410.15,404.98,388.36,84.31,2.7,1.58,2.82,7.09
50.0,102.6,1,380.52,376.61,359.61,78.0,2.29,1.34,2.46,6.09
46.0,108.9,1,395.36,392.57,375.1,80.73,2.43,1.29,2.39,6.11
43.0,133.4,1,441.75,447.64,426.91,88.37,1.95,1.76,2.25,5.96
48.0,117.6,1,413.44,413.07,395.68,83.86,2.34,1.32,2.42,6.08
42.0,105.4,1,453.14,449.06,428.83,92.74,2.89,1.57,2.68,7.14
18.0,73.5,1,367.06,365.01,352.99,74.4,2.72,1.36,2.79,6.87
32.0,88.4,2,380.11,375.33,360.01,78.13,2.6,1.39,2.6,6.59
31.0,93.4,3,392.08,387.12,370.46,80.61,2.22,1.47,2.92,6.61
27.0,89.5,1,414.99,409.74,392.79,85.32,2.68,1.56,2.91,7.15
24.0,88.7,3,355.02,350.55,336.18,72.98,2.09,1.55,2.51,6.14
28.0,70.1,1,305.79,305.04,295.6,61.54,2.0,1.11,2.71,5.81
24.0,60.2,1,305.13,308.23,300.93,59.34,1.99,1.45,2.57,6.02
20.0,89.0,2,308.88,304.98,292.44,63.5,1.97,1.01,2.36,5.34
40.0,107.6,1,391.52,388.46,371.07,80.02,2.23,1.63,2.23,6.09
31.0,81.5,1,491.47,486.24,468.12,100.66,3.44,1.72,3.69,8.84
47.0,107.4,1,322.77,320.21,305.86,65.98,2.42,1.21,1.4,5.03
25.0,111.5,1,430.18,427.86,409.1,87.68,2.24,1.7,2.6,6.55
52.0,113.3,1,251.92,250.87,240.01,51.27,1.32,1.24,1.24,3.8
16.0,91.5,1,290.19,286.5,274.39,59.67,1.99,0.98,1.97,4.95
19.0,74.7,2,316.48,314.4,303.84,64.28,1.81,1.41,2.68,5.89
38.0,79.4,3,325.54,322.4,310.75,66.54,1.92,1.35,2.64,5.92
35.0,96.4,1,495.81,489.76,468.17,84.38,3.01,2.44,2.77,8.22
20.0,116.8,1,333.27,332.76,318.69,67.64,1.88,1.03,2.01,4.92
33.0,105.8,2,407.36,403.78,385.6,83.35,2.41,1.39,2.6,6.4
24.0,71.5,1,299.83,298.69,289.2,60.53,1.82,1.26,2.59,5.66
21.0,106.5,1,434.78,431.12,411.74,88.92,2.58,1.43,2.79,6.81
33.0,77.4,2,393.9,390.58,376.88,80.33,2.52,1.61,3.1,7.24
49.0,116.9,1,460.64,459.97,440.54,93.48,2.69,1.2,2.91,6.8
39.0,100.7,1,438.77,433.94,414.42,90.03,2.58,1.64,2.88,7.1
33.0,97.3,2,408.07,403.16,385.29,83.83,2.67,1.39,2.67,6.73
30.0,98.2,4,381.57,377.07,360.27,78.37,2.7,0.51,3.05,6.26
21.0,82.7,1,387.28,382.97,368.45,79.39,2.33,1.69,2.9,6.92
26.0,91.7,5,374.76,369.99,354.32,77.06,2.4,1.47,2.51,6.38
22.0,83.4,3,318.12,314.5,302.46,65.25,2.07,1.2,2.4,5.67
16.0,87.9,1,395.95,391.01,375.13,81.38,2.62,1.42,2.84,6.88
33.0,84.5,4,360.94,356.7,342.84,74.08,2.28,1.66,2.46,6.39
37.0,98.9,1,460.78,455.44,435.08,94.61,3.03,1.97,2.53,7.53
31.0,110.1,1,489.93,486.84,465.31,82.83,2.88,2.09,2.54,7.52
30.0,132.1,1,295.35,298.92,285.27,59.15,1.59,0.76,1.67,4.01
45.0,89.3,1,292.12,288.43,276.53,60.06,1.96,1.18,1.9,5.04
73.0,102.3,1,176.78,174.94,167.05,36.24,0.78,0.88,1.17,2.83
31.0,70.2,2,253.01,252.37,244.54,50.93,1.71,1.1,1.99,4.81
26.0,111.5,1,534.78,531.89,508.57,109.0,2.87,1.93,3.34,8.14
26.0,113.0,1,565.89,563.42,538.97,115.2,3.19,1.99,3.36,8.54
26.0,125.0,1,522.83,525.68,503.06,105.37,2.64,1.74,3.0,7.38
19.0,82.0,1,440.13,435.35,419.01,90.18,2.84,2.13,2.93,7.9
25.0,80.3,1,368.1,364.39,351.04,75.31,2.24,1.49,2.93,6.66
31.0,81.3,2,266.41,263.6,253.8,54.56,1.72,1.05,2.03,4.8
37.0,78.8,1,487.04,482.52,465.23,83.38,2.98,2.79,3.11,8.88
18.5,67.2,1,365.35,365.61,354.97,72.96,2.57,1.38,3.09,7.03
50.0,82.5,1,453.85,448.84,431.87,77.64,2.94,2.48,2.7,8.12
18.0,93.0,1,270.41,266.98,255.53,55.6,1.61,1.08,1.88,4.57
22.0,93.0,1,462.87,457.01,437.4,95.17,2.96,1.64,3.23,7.82
22.0,93.0,1,462.87,457.01,437.4,95.17,2.96,1.64,3.23,7.82
29.0,98.8,2,437.78,432.69,413.36,89.89,2.43,1.85,2.88,7.16
35.0,97.5,3,417.03,412.04,393.75,85.67,2.36,1.59,2.92,6.87
32.0,98.3,4,396.9,392.23,374.75,81.51,2.29,1.53,2.7,6.51
28.0,91.0,5,408.33,403.13,386.18,83.96,2.42,2.03,2.53,6.98
26.0,99.5,6,383.99,379.61,362.6,78.83,2.34,1.36,2.56,6.26
31.0,99.0,7,355.48,351.36,335.65,72.99,2.02,1.49,2.3,5.81
21.0,118.5,1,366.23,366.17,350.82,74.22,1.98,1.18,2.19,5.36
22.0,109.5,2,302.58,300.55,287.22,61.76,1.92,0.91,1.83,4.66
28.0,118.5,1,498.88,498.79,477.89,101.11,2.87,1.73,2.7,7.3
32.0,110.5,2,393.19,390.81,373.57,80.2,2.26,1.45,2.31,6.02
32.0,118.5,3,237.9,237.86,227.89,48.22,1.12,0.84,1.52,3.48
43.0,119.8,1,399.36,399.73,383.04,80.85,2.21,1.5,2.09,5.8
51.0,109.8,1,343.75,341.52,326.39,70.15,2.0,1.18,2.09,5.28
24.0,131.8,1,513.03,519.09,495.45,102.77,2.5,1.82,2.66,6.98
29.0,141.0,2,254.32,259.57,246.59,50.55,1.03,0.67,1.6,3.3
25.0,132.5,1,502.48,508.75,485.42,100.59,2.57,1.75,2.49,6.81
62.0,84.0,1,347.03,343.01,329.77,59.35,2.74,1.16,2.26,6.16
23.0,95.25,1,484.41,478.39,457.48,99.57,3.15,1.68,3.25,8.08
36.5,114.5,2,434.82,433.39,414.78,88.42,2.36,1.53,2.62,6.51
30.5,114.5,4,423.14,421.75,403.65,86.04,2.27,1.48,2.58,6.33
32.5,121.75,3,415.82,416.88,399.46,84.04,2.03,1.31,2.63,5.98
27.0,103.0,1,410.3,406.15,387.82,84.09,2.33,1.58,2.65,6.55
31.0,98.25,1,372.18,367.8,351.41,76.44,2.14,1.58,2.39,6.11
20.5,89.25,1,364.28,359.68,344.84,74.89,2.42,1.62,2.24,6.29
30.0,77.75,1,331.44,328.57,316.98,67.62,2.19,1.32,2.57,6.08
26.0,92.0,3,319.8,315.73,302.32,65.76,1.96,1.09,2.39,5.43
32.5,118.5,6,291.25,291.2,279.0,59.03,1.52,0.99,1.75,4.26
31.5,89.75,2,280.05,276.5,265.03,57.58,1.73,1.03,2.06,4.82
32.5,119.75,7,248.56,248.77,238.39,50.32,1.21,0.86,1.54,3.61
27.0,67.5,1,306.37,306.48,297.5,61.23,2.07,1.67,2.15,5.89
24.0,75.0,1,389.2,386.56,373.51,79.09,2.7,1.6,2.93,7.23
16.0,82.5,1,257.41,254.56,244.94,52.76,1.52,1.21,1.88,4.61
21.0,82.5,1,403.05,398.59,383.53,82.62,2.67,1.7,2.85,7.21
30.0,82.5,1,442.0,437.11,420.59,90.6,2.94,1.82,3.15,7.91
47.0,82.5,1,446.06,441.13,424.46,76.31,2.91,2.27,2.8,7.98
20.0,90.0,1,378.26,373.46,357.92,77.77,2.39,1.33,2.78,6.5
25.0,90.0,1,397.66,392.61,376.28,81.76,2.33,1.83,2.67,6.83
32.0,100.0,1,398.55,394.06,376.37,81.8,2.23,1.45,2.8,6.48
27.0,100.0,2,369.31,365.15,348.76,75.8,1.9,1.5,2.6,6.0
31.0,100.0,1,460.1,454.92,434.5,78.17,2.88,1.7,2.9,7.48
31.0,100.0,1,486.26,480.79,459.2,99.8,2.85,1.98,3.08,7.9
48.0,100.0,1,363.15,359.07,342.95,74.53,2.0,1.4,2.5,5.9
57.0,100.0,1,338.53,334.72,319.7,57.52,1.9,1.3,2.3,5.5
22.0,110.0,1,414.59,411.95,393.72,84.59,2.45,1.45,2.45,6.36
27.0,110.0,1,460.49,457.55,437.31,93.96,2.48,1.77,2.82,7.07
40.0,110.0,1,480.33,477.27,456.15,81.21,2.91,1.73,2.74,7.37
44.0,110.0,1,453.08,450.2,430.28,92.45,2.55,1.68,2.73,6.95
22.0,125.0,1,444.9,447.33,428.08,89.66,2.4,1.64,2.24,6.28
28.0,125.0,1,515.75,518.56,496.25,103.94,2.84,1.8,2.64,7.28
26.0,125.0,2,461.91,464.42,444.44,93.09,2.56,1.56,2.4,6.52
40.0,125.0,3,453.4,455.88,436.26,91.37,2.4,1.6,2.4,6.4
40.0,125.0,2,507.25,510.01,488.07,102.22,2.72,1.72,2.72,7.16
27.0,140.0,2,372.65,379.99,361.18,74.13,1.79,1.18,1.89,4.86
33.0,140.0,1,501.44,511.31,486.01,99.74,2.54,1.46,2.54,6.54
43.0,140.0,1,539.8,550.42,523.19,90.27,2.82,1.86,2.36,7.04
18.5,82.25,1,298.57,295.3,284.17,61.19,2.07,1.28,2.01,5.35
25.0,81.75,1,497.08,491.73,473.34,101.83,3.36,2.14,3.43,8.93
34.5,76.0,2,380.61,377.76,364.79,77.47,2.5,1.78,2.76,7.04
31.0,73.75,3,353.56,351.51,339.89,71.7,2.31,1.42,2.88,6.61
24.0,94.2,1,474.6,468.64,448.32,97.57,2.97,1.7,3.3,7.97
